method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s_a,sample_elapsed_s_b,total_elapsed_s,tts_s,success,tts_hit_s,mts_t_hit_s,target_e,bestE_sample,q10,q50,q90,K,seed_bestE,mts_bestE,mts_elapsed_s,mts_outer_iters,tau_dcqo_s,fast_outlier
DAQO,98,1812900,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2979928470012965,1.3196925170013856,1.3516222170037508,1.3516222170037508,1,1.3516090020020783,0.031916485000692774,25,65.0,97.0,153.0,281.0,16,41,25,0.03192970000236528,5,3.3543693240384163,1
DCQO,98,1812900,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3198300749991176,3.3915675720018044,3.4498502500027826,3.4498502500027826,1,3.4498332789989945,0.058265706997190136,25,33.0,57.0,233.0,529.0,16,33,25,0.058282678000978194,8,3.3543693240384163,0
DAQO,99,1812917,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2860965749987372,1.3319168119996903,1.3799136609995912,1.3799136609995912,1,1.379900534000626,0.04798372200093581,25,65.0,97.0,169.0,329.0,16,49,25,0.047996848999900976,7,3.3543693240384163,1
DCQO,99,1812917,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3112252289993194,3.355382934001682,3.3673022010043496,3.3673022010043496,1,3.3672874000003503,0.011904465998668456,25,41.0,65.0,193.0,481.0,16,41,25,0.011919267002667766,2,3.3543693240384163,0
DAQO,0,2011234,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2763726220000535,2.3188395999968634,2.551394808997429,2.551394808997429,1,2.5513795129954815,0.2325399129986181,26,62.0,126.0,198.0,466.0,16,62,26,0.2325552090005658,25,5.428038429079025,1
DCQO,0,2011234,20,10,0.05,0.5,0.05,0.1,1.0,100,5.554858200999661,5.57207548599763,6.042921709995426,6.042921709995426,1,6.042897302999336,0.4708218170017062,26,58.0,86.0,278.0,630.0,16,58,26,0.4708462239977962,50,5.428038429079025,0
DAQO,1,2011251,20,10,0.05,0.5,0.05,0.0,1.0,100,2.187070980999124,2.2248893789983413,2.3140076549971127,2.3140076549971127,1,2.3139939209977456,0.08910454199940432,26,82.0,126.0,214.0,446.0,16,82,26,0.08911827599877142,10,5.428038429079025,1
DCQO,1,2011251,20,10,0.05,0.5,0.05,0.1,1.0,100,5.397775321998779,5.366554088999692,5.696469487000286,5.696469487000286,1,5.696455512999819,0.329901424000127,26,50.0,82.0,262.0,690.0,16,50,26,0.329915398000594,37,5.428038429079025,0
DAQO,2,2011268,20,10,0.05,0.5,0.05,0.0,1.0,100,2.198051029999988,2.2238474270016013,2.733023229004175,2.733023229004175,1,2.733008934999816,0.5091615079982148,26,86.0,126.0,198.0,466.0,16,54,26,0.5091758020025736,52,5.428038429079025,1
DCQO,2,2011268,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4142383960006555,5.361862287001713,5.56499491300201,5.56499491300201,1,5.564981488001649,0.20311920099993586,26,50.0,90.0,334.0,750.0,16,50,26,0.20313262600029702,21,5.428038429079025,0
DAQO,3,2011285,20,10,0.05,0.5,0.05,0.0,1.0,100,2.187237535999884,2.219601385000715,2.331380823998188,2.331380823998188,1,2.3313665770001535,0.11176519199943868,26,90.0,118.0,222.0,466.0,16,78,26,0.11177943899747333,14,5.428038429079025,1
DCQO,3,2011285,20,10,0.05,0.5,0.05,0.1,1.0,100,5.445089217000714,5.369753150000179,5.4186578420012665,5.4186578420012665,1,5.418644310000673,0.04889116000049398,26,42.0,86.0,314.0,670.0,16,42,26,0.048904692001087824,6,5.428038429079025,1
DAQO,4,2011302,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195515807999982,2.231785226998909,2.5857813459988392,2.5857813459988392,1,2.5857674370017776,0.35398221000286867,26,78.0,126.0,222.0,446.0,16,78,26,0.35399611899993033,39,5.428038429079025,1
DCQO,4,2011302,20,10,0.05,0.5,0.05,0.1,1.0,100,5.401413386000058,5.39250029699906,5.468301954999333,5.468301954999333,1,5.468288980999205,0.07578868400014471,26,62.0,118.0,330.0,750.0,16,62,26,0.07580165800027316,8,5.428038429079025,0
DAQO,5,2011319,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1931949419995362,2.210495671002718,3.1711708160037233,3.1711708160037233,1,3.1711564320030448,0.9606607610003266,26,70.0,122.0,226.0,498.0,16,70,26,0.9606751450010051,106,5.428038429079025,1
DCQO,5,2011319,20,10,0.05,0.5,0.05,0.1,1.0,100,5.412547615000221,5.4297642940000514,6.620270192001044,6.620270192001044,1,6.620255723999435,1.1904914299993834,26,50.0,78.0,254.0,662.0,16,50,26,1.1905058980009926,129,5.428038429079025,0
DAQO,6,2011336,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1896156469993002,2.2189790980010002,2.677273575001891,2.677273575001891,1,2.6772564400016563,0.45827734200065606,26,54.0,118.0,230.0,430.0,16,54,26,0.45829447700089077,53,5.428038429079025,1
DCQO,6,2011336,20,10,0.05,0.5,0.05,0.1,1.0,100,5.421659620000355,5.397835076000774,5.811857365002652,5.811857365002652,1,5.811843269002566,0.41400819300179137,26,58.0,94.0,298.0,646.0,16,58,26,0.41402228900187765,44,5.428038429079025,0
DAQO,7,2011353,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1750783379993663,2.2413943729989114,2.2851047389995074,2.2851047389995074,1,2.285092996000458,0.043698623001546366,26,70.0,122.0,230.0,542.0,16,70,26,0.04371036600059597,5,5.428038429079025,1
DCQO,7,2011353,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399674858999788,5.3879433589972905,6.0052330429971335,6.0052330429971335,1,6.005220997998549,0.6172776390012586,26,50.0,118.0,330.0,718.0,16,50,26,0.617289683999843,63,5.428038429079025,0
DAQO,8,2011370,20,10,0.05,0.5,0.05,0.0,1.0,100,2.181788161999066,2.2218746219987224,3.2829562529987015,3.2829562529987015,1,3.282938940999884,1.0610643190011615,26,94.0,126.0,218.0,410.0,16,94,26,1.061081630999979,117,5.428038429079025,1
DCQO,8,2011370,20,10,0.05,0.5,0.05,0.1,1.0,100,5.400710260000778,5.454151637000905,5.603465844000311,5.603465844000311,1,5.603449102000013,0.14929746499910834,26,50.0,110.0,306.0,730.0,16,50,26,0.14931420699940645,15,5.428038429079025,0
DAQO,9,2011387,20,10,0.05,0.5,0.05,0.0,1.0,100,2.173528200999499,2.227320571000746,2.618424636999407,2.618424636999407,1,2.6184117890006746,0.39109121799992863,26,50.0,114.0,206.0,470.0,16,50,26,0.3911040659986611,42,5.428038429079025,1
DCQO,9,2011387,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406995856999856,5.42989939799736,6.408112657994934,6.408112657994934,1,6.408099254997069,0.9781998569997086,26,58.0,122.0,302.0,690.0,16,58,26,0.9782132599975739,103,5.428038429079025,0
DAQO,10,2011404,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2020362519997434,2.209884988998965,2.5836299219990906,2.5836299219990906,1,2.583616550997249,0.3737315619982837,26,78.0,130.0,234.0,510.0,16,70,26,0.37374493300012546,40,5.428038429079025,1
DCQO,10,2011404,20,10,0.05,0.5,0.05,0.1,1.0,100,5.413327425998432,5.393640715999936,5.444473226001719,5.444473226001719,1,5.444449418002478,0.050808702002541395,26,42.0,74.0,290.0,730.0,16,42,26,0.050832510001782794,6,5.428038429079025,0
DAQO,11,2011421,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1893451160012773,2.2344055809990095,2.3674219460008317,2.3674219460008317,1,2.367407846995775,0.13300226599676535,26,82.0,126.0,218.0,470.0,16,82,26,0.13301636500182212,15,5.428038429079025,1
DCQO,11,2011421,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40541127600045,5.424499697001011,5.751763661999576,5.751763661999576,1,5.751748660000885,0.3272489629998745,26,54.0,134.0,342.0,690.0,16,54,26,0.3272639649985649,37,5.428038429079025,0
DAQO,12,2011438,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1866861550006433,2.216574603000481,2.644325408000441,2.644325408000441,1,2.644305280999106,0.42773067799862474,26,70.0,126.0,226.0,458.0,16,70,26,0.42775080499995966,46,5.428038429079025,1
DCQO,12,2011438,20,10,0.05,0.5,0.05,0.1,1.0,100,5.411137146000328,5.4006614230020205,5.40327633000561,5.40327633000561,1,5.4006614230020205,0.0,26,26.0,82.0,314.0,726.0,16,26,26,0.002614907003589906,1,5.428038429079025,1
DAQO,13,2011455,20,10,0.05,0.5,0.05,0.0,1.0,100,2.197661566999159,2.2229127240025264,2.390186969001661,2.390186969001661,1,2.390174856001977,0.1672621319994505,26,86.0,130.0,222.0,450.0,16,86,26,0.16727424499913468,19,5.428038429079025,1
DCQO,13,2011455,20,10,0.05,0.5,0.05,0.1,1.0,100,5.408288980001089,5.396633776999806,5.686161990997789,5.686161990997789,1,5.686148336997576,0.28951455999776954,26,62.0,114.0,298.0,706.0,16,62,26,0.2895282139979827,31,5.428038429079025,0
DAQO,14,2011472,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2294216099999176,2.2268226410014904,2.50001513600364,2.50001513600364,1,2.4999998950006557,0.27317725399916526,26,74.0,122.0,210.0,374.0,16,74,26,0.27319249500214937,29,5.428038429079025,1
DCQO,14,2011472,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402279547999569,5.467757136000728,5.627631690000271,5.627631690000271,1,5.627616402001877,0.15985926600114908,26,54.0,106.0,302.0,646.0,16,54,26,0.15987455399954342,16,5.428038429079025,0
DAQO,15,2011489,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1959834820008837,2.226538781000272,2.8289325709993136,2.8289325709993136,1,2.828908668998338,0.6023698879980657,26,74.0,134.0,218.0,458.0,16,74,26,0.6023937899990415,67,5.428038429079025,1
DCQO,15,2011489,20,10,0.05,0.5,0.05,0.1,1.0,100,5.39787685400006,5.388435885000945,5.56978735100347,5.56978735100347,1,5.569773574999999,0.18133768999905442,26,58.0,102.0,286.0,702.0,16,58,26,0.18135146600252483,21,5.428038429079025,0
DAQO,16,2011506,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1991477020001184,2.2308083640018594,3.956838529000379,3.956838529000379,1,3.9568235170008847,1.7260151529990253,26,82.0,118.0,202.0,414.0,16,82,26,1.7260301649985195,181,5.428038429079025,1
DCQO,16,2011506,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40531665600065,5.384527971000352,5.645518756999081,5.645518756999081,1,5.645498461999523,0.2609704909991706,26,66.0,102.0,306.0,722.0,16,66,26,0.2609907859987288,28,5.428038429079025,0
DAQO,17,2011523,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195177687000978,2.2227504150032473,2.8906748150002386,2.8906748150002386,1,2.8906577570014633,0.667907341998216,26,54.0,110.0,206.0,442.0,16,54,26,0.6679243999969913,70,5.428038429079025,1
DCQO,17,2011523,20,10,0.05,0.5,0.05,0.1,1.0,100,5.41018192699994,5.399931913001637,5.68157605200031,5.68157605200031,1,5.681561166002211,0.28162925300057395,26,66.0,106.0,306.0,626.0,16,66,26,0.28164413899867213,29,5.428038429079025,0
DAQO,18,2011540,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1794221960008144,2.2182624169981864,2.2588683079957264,2.2588683079957264,1,2.2588539229982416,0.04059150600005523,26,86.0,130.0,226.0,454.0,16,86,26,0.04060589099753997,5,5.428038429079025,1
DCQO,18,2011540,20,10,0.05,0.5,0.05,0.1,1.0,100,5.404839649998394,5.422967304999474,5.548079371998028,5.548079371998028,1,5.5480652500009455,0.1250979450014711,26,66.0,106.0,266.0,666.0,16,66,26,0.12511206699855393,14,5.428038429079025,0
DAQO,19,2011557,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1788136989998748,2.2257963709998876,2.2937423779985693,2.2937423779985693,1,2.2937295039992023,0.0679331329993147,26,82.0,130.0,222.0,446.0,16,82,26,0.0679460069986817,8,5.428038429079025,1
DCQO,19,2011557,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406034859999636,5.372935493000114,5.534007248999842,5.534007248999842,1,5.533995036003034,0.1610595430029207,26,58.0,126.0,330.0,750.0,16,58,26,0.16107175599972834,17,5.428038429079025,0
DAQO,20,2011574,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1857027309997648,2.224178595999547,2.2950000040000305,2.2950000040000305,1,2.294988370002102,0.07080977400255506,26,90.0,126.0,218.0,446.0,16,90,26,0.07082140800048364,7,5.428038429079025,1
DCQO,20,2011574,20,10,0.05,0.5,0.05,0.1,1.0,100,5.386395130999517,5.383083692999207,5.985239206998813,5.985239206998813,1,5.98522148599659,0.6021377929973823,26,70.0,118.0,306.0,646.0,16,70,26,0.6021555139996053,62,5.428038429079025,0
DAQO,21,2011591,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1998130500014668,2.2405908350010577,2.6795254690005095,2.6795254690005095,1,2.6795121600007406,0.43892132499968284,26,74.0,102.0,178.0,462.0,16,74,26,0.43893463399945176,47,5.428038429079025,1
DCQO,21,2011591,20,10,0.05,0.5,0.05,0.1,1.0,100,5.403586394999365,5.3939834689990676,5.719892673998402,5.719892673998402,1,5.719877427996835,0.3258939589977672,26,38.0,114.0,290.0,586.0,16,38,26,0.3259092049993342,37,5.428038429079025,0
DAQO,22,2011608,20,10,0.05,0.5,0.05,0.0,1.0,100,2.18281602100069,2.2375854619967868,2.305174604996864,2.305174604996864,1,2.305160387997603,0.06757492600081605,26,70.0,114.0,234.0,442.0,16,70,26,0.06758914300007746,8,5.428038429079025,1
DCQO,22,2011608,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4014887339999405,5.377749213999778,5.4488473950004845,5.4488473950004845,1,5.448834675997205,0.07108546199742705,26,70.0,86.0,278.0,706.0,16,70,26,0.07109818100070697,8,5.428038429079025,0
DAQO,23,2011625,20,10,0.05,0.5,0.05,0.0,1.0,100,2.181412759000523,2.2236122819995217,2.2897603860001254,2.2897603860001254,1,2.289746243000991,0.06613396100146929,26,70.0,126.0,202.0,390.0,16,70,26,0.06614810400060378,7,5.428038429079025,1
DCQO,23,2011625,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399055138999756,5.414592460001586,6.201583496003877,6.201583496003877,1,6.201570532000915,0.7869780719993287,26,50.0,102.0,310.0,718.0,16,50,26,0.7869910360022914,85,5.428038429079025,0
DAQO,24,2011642,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1951302340003167,2.239331904998835,2.3983574399971985,2.3983574399971985,1,2.3983352440009185,0.15900333900208352,26,58.0,118.0,214.0,406.0,16,58,26,0.15902553499836358,17,5.428038429079025,1
DCQO,24,2011642,20,10,0.05,0.5,0.05,0.1,1.0,100,5.407787169000585,5.41132443099923,5.61856381099642,5.61856381099642,1,5.6185469279989775,0.20722249699974782,26,46.0,114.0,274.0,730.0,16,46,26,0.20723937999719055,21,5.428038429079025,0
DAQO,25,2011659,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1851537929996994,2.229060785997717,2.4378851219953503,2.4378851219953503,1,2.437868429999071,0.20880764400135376,26,82.0,122.0,226.0,422.0,16,82,26,0.20882433599763317,21,5.428038429079025,1
DCQO,25,2011659,20,10,0.05,0.5,0.05,0.1,1.0,100,5.409202381000796,5.434336586000427,5.928851044998737,5.928851044998737,1,5.928836749000766,0.49450016300033894,26,46.0,102.0,298.0,750.0,16,46,26,0.49451445899831015,51,5.428038429079025,0
DAQO,26,2011676,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1994956109992927,2.2188158349999867,2.6454730270015716,2.6454730270015716,1,2.6454511579977407,0.426635322997754,26,90.0,126.0,214.0,394.0,16,90,26,0.4266571920015849,45,5.428038429079025,1
DCQO,26,2011676,20,10,0.05,0.5,0.05,0.1,1.0,100,5.395289473999583,5.401215262001642,6.553236649004248,6.553236649004248,1,6.55322066699955,1.152005404997908,26,54.0,126.0,302.0,686.0,16,54,26,1.1520213870026055,125,5.428038429079025,0
DAQO,27,2011693,20,10,0.05,0.5,0.05,0.0,1.0,100,2.193023064999579,2.2500180839997483,2.2644856890001392,2.2644856890001392,1,2.2644695379967743,0.014451453997025965,26,70.0,126.0,206.0,354.0,16,70,26,0.014467605000390904,2,5.428038429079025,1
DCQO,27,2011693,20,10,0.05,0.5,0.05,0.1,1.0,100,5.403676583000561,5.413489725000545,5.428444893001142,5.428444893001142,1,5.428419104999193,0.014929379998648074,26,58.0,102.0,298.0,862.0,16,58,26,0.014955168000597041,2,5.428038429079025,0
DAQO,28,2011710,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1824229350004316,2.254223231000651,2.8630533700015803,2.8630533700015803,1,2.8630381300026784,0.6088148990020272,26,62.0,106.0,218.0,454.0,16,62,26,0.6088301390009292,64,5.428038429079025,1
DCQO,28,2011710,20,10,0.05,0.5,0.05,0.1,1.0,100,5.398354518998531,5.417919050996716,5.690064912996604,5.690064912996604,1,5.690052317993832,0.27213326699711615,26,42.0,78.0,222.0,702.0,16,42,26,0.27214586199988844,29,5.428038429079025,0
DAQO,29,2011727,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1997402970009716,2.2588767899978848,2.3008512249980413,2.3008512249980413,1,2.3008304799986945,0.04195369000080973,26,82.0,122.0,222.0,442.0,16,78,26,0.04197443500015652,5,5.428038429079025,1
DCQO,29,2011727,20,10,0.05,0.5,0.05,0.1,1.0,100,5.396903241999098,5.4309643710003,5.588114984002459,5.588114984002459,1,5.588094653998269,0.1571302829979686,26,50.0,118.0,266.0,878.0,16,50,26,0.15715061300215893,17,5.428038429079025,0
DAQO,30,2011744,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1994951100004982,2.217065508997621,2.407300867998856,2.407300867998856,1,2.4072834879953007,0.1902179789976799,26,50.0,130.0,226.0,366.0,16,50,26,0.19023535900123534,20,5.428038429079025,1
DCQO,30,2011744,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3978533999998035,5.419185671999003,5.4739071570002125,5.4739071570002125,1,5.473890752000443,0.054705080001440365,26,54.0,102.0,302.0,706.0,16,54,26,0.05472148500120966,6,5.428038429079025,0
DAQO,31,2011761,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1938541979998263,2.259974765001971,2.543153250004252,2.543153250004252,1,2.543135756000993,0.28316099099902203,26,90.0,118.0,218.0,422.0,16,86,26,0.2831784850022814,30,5.428038429079025,1
DCQO,31,2011761,20,10,0.05,0.5,0.05,0.1,1.0,100,5.405495058001179,5.420640706000995,5.481190966002032,5.481190966002032,1,5.481178745001671,0.06053803900067578,26,58.0,114.0,302.0,706.0,16,58,26,0.060550260001036804,7,5.428038429079025,0
DAQO,32,2011778,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195406755001386,2.255123213002662,2.31467012000212,2.31467012000212,1,2.3146539570043387,0.059530744001676794,26,46.0,118.0,210.0,462.0,16,46,26,0.05954690699945786,6,5.428038429079025,1
DCQO,32,2011778,20,10,0.05,0.5,0.05,0.1,1.0,100,5.388755392999883,5.3938694880016556,5.452709094002785,5.452709094002785,1,5.452694739000435,0.058825250998779666,26,46.0,82.0,278.0,650.0,16,46,26,0.05883960600112914,6,5.428038429079025,0
DAQO,33,2011795,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2056979709996085,2.229191714999615,2.768152693999582,2.768152693999582,1,2.7681383170020126,0.5389466020023974,26,78.0,122.0,210.0,382.0,16,78,26,0.5389609789999668,58,5.428038429079025,1
DCQO,33,2011795,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3972735080005805,5.413085915002739,5.821275277005043,5.821275277005043,1,5.821263229001488,0.408177313998749,26,38.0,102.0,298.0,634.0,16,38,26,0.4081893620023038,44,5.428038429079025,0
DAQO,34,2011812,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1932713980004337,2.2296223499979533,2.585430296996492,2.585430296996492,1,2.5854171969949675,0.35579484699701425,26,78.0,118.0,226.0,446.0,16,78,26,0.3558079469985387,37,5.428038429079025,1
DCQO,34,2011812,20,10,0.05,0.5,0.05,0.1,1.0,100,5.393519720999393,5.446846445000119,5.779393812998023,5.779393812998023,1,5.779380299998593,0.33253385499847354,26,34.0,90.0,302.0,750.0,16,34,26,0.3325473679979041,37,5.428038429079025,0
DAQO,35,2011829,20,10,0.05,0.5,0.05,0.0,1.0,100,2.185354773000654,2.2322023550004815,2.283455058000982,2.283455058000982,1,2.2834410420000495,0.05123868699956802,26,94.0,130.0,230.0,382.0,16,94,26,0.05125270300050033,6,5.428038429079025,1
DCQO,35,2011829,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399083567999696,5.403134848998889,5.454093831998762,5.454093831998762,1,5.454078291997575,0.050943442998686805,26,54.0,110.0,274.0,646.0,16,54,26,0.050958982999873115,6,5.428038429079025,0
DAQO,36,2011846,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1839566769995145,2.2432979099976365,2.8783819370000856,2.8783819370000856,1,2.8783660949957266,0.6350681849980901,26,78.0,126.0,226.0,410.0,16,78,26,0.6350840270024491,67,5.428038429079025,1
DCQO,36,2011846,20,10,0.05,0.5,0.05,0.1,1.0,100,5.394958195000072,5.412107962998562,5.423674608995498,5.423674608995498,1,5.423660655997082,0.011552692998520797,26,54.0,94.0,322.0,750.0,16,54,26,0.011566645996936131,2,5.428038429079025,1
DAQO,37,2011863,20,10,0.05,0.5,0.05,0.0,1.0,100,2.212433176999184,2.2374538369986112,2.463923799998156,2.463923799998156,1,2.4639061460002267,0.2264523090016155,26,82.0,126.0,230.0,474.0,16,82,26,0.2264699629995448,23,5.428038429079025,1
DCQO,37,2011863,20,10,0.05,0.5,0.05,0.1,1.0,100,5.392463207999754,5.429249207001703,5.6378495970020595,5.6378495970020595,1,5.637831890999223,0.20858268399751978,26,54.0,114.0,314.0,730.0,16,54,26,0.20860039000035613,23,5.428038429079025,0
DAQO,38,2011880,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1862410829999135,2.230092419002176,2.9371856540019508,2.9371856540019508,1,2.9371725950040855,0.7070801760019094,26,78.0,118.0,230.0,414.0,16,78,26,0.7070932349997747,78,5.428038429079025,1
DCQO,38,2011880,20,10,0.05,0.5,0.05,0.1,1.0,100,5.415425790999507,5.4414429899989045,5.768981622997671,5.768981622997671,1,5.7689687839992985,0.32752579400039394,26,50.0,118.0,310.0,610.0,16,50,26,0.32753863299876684,37,5.428038429079025,0
DAQO,39,2011897,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1901879599990934,2.2279440270031046,2.9405477400032396,2.9405477400032396,1,2.9405318330027512,0.7125878059996467,26,82.0,118.0,234.0,490.0,16,82,26,0.712603713000135,79,5.428038429079025,1
DCQO,39,2011897,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402358036999431,5.374674954000511,5.4415967960012495,5.4415967960012495,1,5.441580853999767,0.06690589999925578,26,58.0,82.0,282.0,650.0,16,58,26,0.06692184200073825,7,5.428038429079025,0
DAQO,40,2011914,20,10,0.05,0.5,0.05,0.0,1.0,100,2.189872167999056,2.2461142369975278,2.400265992997447,2.400265992997447,1,2.400250991995563,0.15413675499803503,26,62.0,126.0,214.0,366.0,16,62,26,0.15415175599991926,17,5.428038429079025,1
DCQO,40,2011914,20,10,0.05,0.5,0.05,0.1,1.0,100,5.416965926000557,5.374795569998241,5.612192587996105,5.612192587996105,1,5.6121779099994455,0.23738234000120428,26,54.0,110.0,318.0,666.0,16,54,26,0.23739701799786417,23,5.428038429079025,0
DAQO,41,2011931,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1859032479987945,2.2249548949985183,3.0780907299995306,3.0780907299995306,1,3.0780756959975406,0.8531208009990223,26,78.0,114.0,218.0,406.0,16,78,26,0.8531358350010123,88,5.428038429079025,1
DCQO,41,2011931,20,10,0.05,0.5,0.05,0.1,1.0,100,5.400082677999308,5.430020345997036,6.279753940998489,6.279753940998489,1,6.279739025994786,0.8497186799977499,26,46.0,82.0,250.0,630.0,16,46,26,0.8497335950014531,88,5.428038429079025,0
DAQO,42,2011948,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1968852120007796,2.216310103998694,2.9746856419988035,2.9746856419988035,1,2.9746718099995633,0.7583617060008692,26,70.0,130.0,198.0,394.0,16,70,26,0.7583755380001094,81,5.428038429079025,1
DCQO,42,2011948,20,10,0.05,0.5,0.05,0.1,1.0,100,5.379097184000784,5.463416495000274,7.47281114100042,7.47281114100042,0,nan,nan,26,54.0,82.0,278.0,590.0,16,54,34,2.009394646000146,219,5.428038429079025,0
DAQO,43,2011965,20,10,0.05,0.5,0.05,0.0,1.0,100,2.180954429999474,2.2225581179991423,2.434933180000371,2.434933180000371,1,2.4349200049982755,0.21236188699913328,26,82.0,122.0,226.0,454.0,16,82,26,0.2123750620012288,21,5.428038429079025,1
DCQO,43,2011965,20,10,0.05,0.5,0.05,0.1,1.0,100,5.413349222999386,5.457655785001407,6.013488677999703,6.013488677999703,1,6.013475703002769,0.5558199180013617,26,58.0,130.0,346.0,774.0,16,58,26,0.5558328929982963,58,5.428038429079025,0
DAQO,44,2011982,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1902931550012,2.241848759000277,3.054760974999226,3.054760974999226,1,3.0547440869995626,0.8128953279992857,26,70.0,130.0,202.0,422.0,16,70,26,0.8129122159989493,87,5.428038429079025,1
DCQO,44,2011982,20,10,0.05,0.5,0.05,0.1,1.0,100,5.415697037000427,5.411099419001403,5.8434307940005965,5.8434307940005965,1,5.843406792002497,0.4323073730010947,26,54.0,114.0,354.0,730.0,16,54,26,0.43233137499919394,46,5.428038429079025,0
DAQO,45,2011999,20,10,0.05,0.5,0.05,0.0,1.0,100,2.184298565998688,2.240445153998735,2.4080984069987608,2.4080984069987608,1,2.4080518529990513,0.16760669900031644,26,78.0,130.0,226.0,454.0,16,78,26,0.16765325300002587,17,5.428038429079025,1
DCQO,45,2011999,20,10,0.05,0.5,0.05,0.1,1.0,100,5.39007196700004,5.364582635000261,5.515348316999734,5.515348316999734,1,5.515332320002926,0.1507496850026655,26,54.0,82.0,290.0,750.0,16,54,26,0.1507656819994736,17,5.428038429079025,0
DAQO,46,2012016,20,10,0.05,0.5,0.05,0.0,1.0,100,2.180305910000243,2.2434923839973635,2.2651812240001163,2.2651812240001163,1,2.265168163998169,0.02167578000080539,26,82.0,118.0,210.0,394.0,16,82,26,0.02168884000275284,3,5.428038429079025,1
DCQO,46,2012016,20,10,0.05,0.5,0.05,0.1,1.0,100,5.383312711001054,5.399543638999603,5.421914217997255,5.421914217997255,1,5.421898675002012,0.02235503600240918,26,70.0,86.0,310.0,834.0,16,70,26,0.022370578997652046,3,5.428038429079025,1
DAQO,47,2012033,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2083811040010914,2.214061499998934,2.751248331998795,2.751248331998795,1,2.751234953000676,0.537173453001742,26,70.0,118.0,210.0,442.0,16,70,26,0.5371868319998612,58,5.428038429079025,1
DCQO,47,2012033,20,10,0.05,0.5,0.05,0.1,1.0,100,5.421104414001093,5.412535829000262,5.613168439002038,5.613168439002038,1,5.613154482998652,0.20061865399839007,26,50.0,106.0,350.0,666.0,16,50,26,0.2006326100017759,21,5.428038429079025,0
DAQO,48,2012050,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1958949389991176,2.234605034998822,2.3604405330006557,2.3604405330006557,1,2.360428088995832,0.12582305399701,26,66.0,114.0,198.0,410.0,16,66,26,0.1258354980018339,14,5.428038429079025,1
DCQO,48,2012050,20,10,0.05,0.5,0.05,0.1,1.0,100,5.416210625000531,5.428222335001919,5.543731143003242,5.543731143003242,1,5.543714953000745,0.11549261799882515,26,58.0,94.0,286.0,726.0,16,58,26,0.1155088080013229,13,5.428038429079025,0
