method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s,shots_per_s,unique,bestE_sample,q10,q50,q90,status,error
DCQO,25,1811659,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3227924239999993,30.095169134766277,100.0,41.0,65.0,217.0,433.0,ok,
RANDOM,25,1811659,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002730641999733052,36621.42456234688,nan,57.0,81.0,137.0,225.0,ok,
DAQO,26,1811676,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2917912539996905,77.41188809753619,100.0,57.0,81.0,161.0,305.0,ok,
DCQO,26,1811676,18,10,0.05,0.5,0.05,0.1,1.0,100,3.329669223001474,30.033013282279338,100.0,57.0,65.0,241.0,561.0,ok,
RANDOM,26,1811676,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002663744999154005,37541.1310135766,nan,57.0,73.0,145.0,241.0,ok,
DAQO,27,1811693,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871967500013852,77.68820112379275,100.0,57.0,97.0,169.0,353.0,ok,
DCQO,27,1811693,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3205843529995036,30.11518135645896,99.0,41.0,89.0,273.0,537.0,ok,
RANDOM,27,1811693,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002660498999830452,37586.933882092344,nan,41.0,89.0,129.0,249.0,ok,
DAQO,28,1811710,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2870110439998825,77.69941094616522,100.0,73.0,89.0,161.0,353.0,ok,
DCQO,28,1811710,18,10,0.05,0.5,0.05,0.1,1.0,100,3.318435318999036,30.134684086644704,99.0,49.0,57.0,209.0,577.0,ok,
RANDOM,28,1811710,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026082339991262415,38340.11826910469,nan,65.0,81.0,129.0,257.0,ok,
DAQO,29,1811727,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2992597310003475,76.96690477969817,99.0,57.0,89.0,161.0,337.0,ok,
DCQO,29,1811727,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322394795999571,30.09877095895045,100.0,41.0,81.0,225.0,569.0,ok,
RANDOM,29,1811727,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026782340009958716,37338.036916421835,nan,57.0,81.0,137.0,281.0,ok,
DAQO,30,1811744,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2948552409998229,77.22871007788096,100.0,57.0,105.0,193.0,361.0,ok,
DCQO,30,1811744,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3096848700006376,30.214356933619705,99.0,41.0,73.0,241.0,561.0,ok,
RANDOM,30,1811744,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0027083450004283804,36922.917864667514,nan,57.0,81.0,129.0,249.0,ok,
DAQO,31,1811761,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2940633359994536,77.27597036258372,100.0,73.0,97.0,193.0,353.0,ok,
DCQO,31,1811761,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3307536209995305,30.023235393193346,100.0,41.0,57.0,177.0,505.0,ok,
RANDOM,31,1811761,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026576629988994682,37627.04302291515,nan,49.0,73.0,113.0,257.0,ok,
DAQO,32,1811778,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2857163589997072,77.77765235701008,100.0,65.0,97.0,161.0,369.0,ok,
DCQO,32,1811778,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3197404540005664,30.12283682584028,100.0,41.0,57.0,169.0,489.0,ok,
RANDOM,32,1811778,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002635769000335131,37939.591818283494,nan,49.0,73.0,145.0,265.0,ok,
DAQO,33,1811795,18,10,0.05,0.5,0.05,0.0,1.0,100,1.292241811999702,77.38489737091332,100.0,57.0,89.0,177.0,313.0,ok,
DCQO,33,1811795,18,10,0.05,0.5,0.05,0.1,1.0,100,3.321404792000976,30.10774243501802,100.0,41.0,73.0,209.0,505.0,ok,
RANDOM,33,1811795,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0027063289999205153,36950.42251069142,nan,57.0,81.0,145.0,257.0,ok,
DAQO,34,1811812,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2900664010012406,77.51538984535094,100.0,49.0,89.0,161.0,313.0,ok,
DCQO,34,1811812,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322620635999556,30.0967251321235,100.0,25.0,73.0,241.0,545.0,ok,
RANDOM,34,1811812,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026640020005288534,37537.50934877232,nan,57.0,73.0,145.0,241.0,ok,
DAQO,35,1811829,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2947161810006946,77.23700488759579,100.0,65.0,105.0,161.0,401.0,ok,
DCQO,35,1811829,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3234910720002517,30.0888426758477,100.0,41.0,73.0,177.0,585.0,ok,
RANDOM,35,1811829,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002664933999767527,37524.3814701315,nan,33.0,81.0,129.0,225.0,ok,
DAQO,36,1811846,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2914359370006423,77.4331866838473,100.0,65.0,97.0,153.0,321.0,ok,
DCQO,36,1811846,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3319116439997742,30.01280066357209,100.0,33.0,65.0,241.0,553.0,ok,
RANDOM,36,1811846,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026382159994682297,37904.40207327847,nan,65.0,81.0,137.0,265.0,ok,
DAQO,37,1811863,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2945801579990075,77.24512026707323,100.0,81.0,105.0,177.0,385.0,ok,
DCQO,37,1811863,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326912866999919,30.057895712242118,100.0,41.0,73.0,201.0,545.0,ok,
RANDOM,37,1811863,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002638148000187357,37905.379073842014,nan,57.0,81.0,137.0,241.0,ok,
DAQO,38,1811880,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2897036270005628,77.53719374471167,100.0,65.0,97.0,177.0,417.0,ok,
DCQO,38,1811880,18,10,0.05,0.5,0.05,0.1,1.0,100,3.321671048999633,30.105329072280163,100.0,33.0,65.0,217.0,545.0,ok,
RANDOM,38,1811880,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026675369990698528,37487.7649437924,nan,57.0,73.0,137.0,209.0,ok,
DAQO,39,1811897,18,10,0.05,0.5,0.05,0.0,1.0,100,1.290288504000273,77.5020467825379,100.0,57.0,97.0,169.0,361.0,ok,
DCQO,39,1811897,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3155719850001333,30.160708454651747,100.0,41.0,65.0,217.0,553.0,ok,
RANDOM,39,1811897,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026538189995335415,37681.54498011239,nan,57.0,81.0,145.0,257.0,ok,
DAQO,40,1811914,18,10,0.05,0.5,0.05,0.0,1.0,100,1.288196606999918,77.6279020272302,100.0,65.0,81.0,161.0,369.0,ok,
DCQO,40,1811914,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3203271479997056,30.117514191408485,99.0,49.0,73.0,209.0,609.0,ok,
RANDOM,40,1811914,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002650953001648304,37722.283245995764,nan,57.0,73.0,129.0,201.0,ok,
DAQO,41,1811931,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2914926610010298,77.42978571979687,100.0,73.0,89.0,169.0,353.0,ok,
DCQO,41,1811931,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3142584990000614,30.172661556173367,100.0,33.0,73.0,217.0,577.0,ok,
RANDOM,41,1811931,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026591260011628037,37606.341315255915,nan,57.0,81.0,137.0,233.0,ok,
DAQO,42,1811948,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2908743309999409,77.46687465892803,100.0,57.0,89.0,153.0,297.0,ok,
DCQO,42,1811948,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3212273190001724,30.109351271416184,100.0,41.0,65.0,217.0,553.0,ok,
RANDOM,42,1811948,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026387369998701615,37896.91811079334,nan,41.0,89.0,137.0,257.0,ok,
DAQO,43,1811965,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2894076299999142,77.55499321809245,100.0,65.0,89.0,169.0,329.0,ok,
DCQO,43,1811965,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326394600999265,30.062578856386885,100.0,25.0,65.0,209.0,481.0,ok,
RANDOM,43,1811965,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002661094998984481,37578.51562539544,nan,49.0,81.0,137.0,249.0,ok,
DAQO,44,1811982,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2936802019994502,77.29885627486978,100.0,57.0,81.0,169.0,297.0,ok,
DCQO,44,1811982,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3082940760014026,30.227058932096458,99.0,41.0,73.0,193.0,553.0,ok,
RANDOM,44,1811982,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002796175998810213,35763.127944217566,nan,41.0,81.0,137.0,241.0,ok,
DAQO,45,1811999,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2935156479998113,77.3086898134027,100.0,57.0,89.0,169.0,385.0,ok,
DCQO,45,1811999,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3243863669995335,30.080739408836,100.0,49.0,81.0,209.0,401.0,ok,
RANDOM,45,1811999,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026599560005706735,37594.60682001723,nan,25.0,81.0,137.0,249.0,ok,
DAQO,46,1812016,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2919657500005997,77.40143266178193,100.0,57.0,89.0,177.0,377.0,ok,
DCQO,46,1812016,18,10,0.05,0.5,0.05,0.1,1.0,100,3.312588107999545,30.187876288787827,100.0,41.0,65.0,185.0,521.0,ok,
RANDOM,46,1812016,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002638100000694976,37906.06875162283,nan,57.0,73.0,145.0,273.0,ok,
DAQO,47,1812033,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2853860960003658,77.79763629866706,100.0,33.0,73.0,169.0,353.0,ok,
DCQO,47,1812033,18,10,0.05,0.5,0.05,0.1,1.0,100,3.311958489000972,30.19361514708002,100.0,49.0,73.0,273.0,553.0,ok,
RANDOM,47,1812033,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026459099990461254,37794.18046571913,nan,49.0,81.0,129.0,249.0,ok,
DAQO,48,1812050,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2803506689997448,78.10360272480939,100.0,65.0,89.0,169.0,345.0,ok,
DCQO,48,1812050,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3275327400006063,30.052296344943485,100.0,33.0,73.0,225.0,561.0,ok,
RANDOM,48,1812050,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026906399998551933,37165.87875203738,nan,49.0,73.0,129.0,249.0,ok,
DAQO,49,1812067,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2906701570009318,77.47912931710236,100.0,49.0,81.0,161.0,361.0,ok,
DCQO,49,1812067,18,10,0.05,0.5,0.05,0.1,1.0,100,3.310442244999649,30.207444383313987,100.0,33.0,57.0,185.0,481.0,ok,
RANDOM,49,1812067,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002664851999725215,37525.53613120408,nan,49.0,89.0,137.0,273.0,ok,
DAQO,50,1812084,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2913937190005527,77.43571811499356,100.0,65.0,89.0,153.0,353.0,ok,
DCQO,50,1812084,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3219409250013996,30.102883301561985,100.0,41.0,57.0,201.0,521.0,ok,
RANDOM,50,1812084,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00263229499978479,37989.663015800186,nan,41.0,73.0,145.0,225.0,ok,
DAQO,51,1812101,18,10,0.05,0.5,0.05,0.0,1.0,100,1.283909391000634,77.8871162567504,100.0,57.0,81.0,153.0,329.0,ok,
DCQO,51,1812101,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3032702740001696,30.273029968844405,100.0,49.0,73.0,209.0,481.0,ok,
RANDOM,51,1812101,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026417530007165624,37853.65246973335,nan,49.0,81.0,129.0,249.0,ok,
DAQO,52,1812118,18,10,0.05,0.5,0.05,0.0,1.0,100,1.290249481000501,77.50439079615577,100.0,73.0,105.0,169.0,305.0,ok,
DCQO,52,1812118,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326776678999522,30.059126190001276,98.0,41.0,65.0,249.0,545.0,ok,
RANDOM,52,1812118,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002644092999616987,37820.15232235992,nan,57.0,73.0,137.0,217.0,ok,
DAQO,53,1812135,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2858965579998767,77.76675299259149,100.0,65.0,89.0,169.0,281.0,ok,
DCQO,53,1812135,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314050976001454,30.174550942078245,100.0,41.0,65.0,201.0,481.0,ok,
RANDOM,53,1812135,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026468630003364524,37780.57269578691,nan,57.0,73.0,137.0,225.0,ok,
DAQO,54,1812152,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2844444399997883,77.85467154968298,100.0,65.0,97.0,161.0,289.0,ok,
DCQO,54,1812152,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3197750990002532,30.12252246548716,99.0,41.0,65.0,225.0,521.0,ok,
RANDOM,54,1812152,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026898380001512123,37176.96009736586,nan,57.0,89.0,137.0,217.0,ok,
DAQO,55,1812169,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2893241719993966,77.5600133556224,100.0,65.0,89.0,169.0,337.0,ok,
DCQO,55,1812169,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3145377179989737,30.170119789848464,100.0,41.0,65.0,225.0,505.0,ok,
RANDOM,55,1812169,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002666063001015573,37508.49097035869,nan,49.0,81.0,137.0,241.0,ok,
DAQO,56,1812186,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2812074219982605,78.0513742607212,100.0,49.0,81.0,169.0,305.0,ok,
DCQO,56,1812186,18,10,0.05,0.5,0.05,0.1,1.0,100,3.308591503000571,30.22434165998121,100.0,49.0,73.0,209.0,545.0,ok,
RANDOM,56,1812186,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026372859992989106,37917.76850390278,nan,49.0,81.0,137.0,233.0,ok,
DAQO,57,1812203,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2933402250000654,77.31917562526515,100.0,65.0,89.0,169.0,313.0,ok,
DCQO,57,1812203,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3107141070013313,30.204963874266596,100.0,49.0,73.0,201.0,561.0,ok,
RANDOM,57,1812203,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002719269999943208,36774.57553022999,nan,49.0,81.0,137.0,225.0,ok,
DAQO,58,1812220,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2915055470002699,77.42901316395128,100.0,57.0,105.0,177.0,345.0,ok,
DCQO,58,1812220,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3073791050010186,30.235421106939963,100.0,25.0,81.0,161.0,489.0,ok,
RANDOM,58,1812220,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026558850004221313,37652.23267728302,nan,57.0,81.0,137.0,209.0,ok,
DAQO,59,1812237,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2989825690001453,76.98332709496798,100.0,57.0,81.0,153.0,353.0,ok,
DCQO,59,1812237,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3303993539993826,30.026429076715026,100.0,49.0,81.0,201.0,545.0,ok,
RANDOM,59,1812237,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026413280011183815,37859.743264622324,nan,57.0,89.0,129.0,249.0,ok,
DAQO,60,1812254,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2907364870006859,77.47514772157119,100.0,57.0,97.0,161.0,313.0,ok,
DCQO,60,1812254,18,10,0.05,0.5,0.05,0.1,1.0,100,3.313339573000121,30.18102968222278,100.0,41.0,57.0,257.0,561.0,ok,
RANDOM,60,1812254,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00265731100080302,37632.02725227899,nan,57.0,73.0,121.0,233.0,ok,
DAQO,61,1812271,18,10,0.05,0.5,0.05,0.0,1.0,100,1.280873331001203,78.07173244979217,100.0,65.0,81.0,161.0,297.0,ok,
DCQO,61,1812271,18,10,0.05,0.5,0.05,0.1,1.0,100,3.305179457000122,30.25554324689012,100.0,41.0,57.0,169.0,457.0,ok,
RANDOM,61,1812271,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026558939989627106,37652.105106249015,nan,49.0,81.0,137.0,241.0,ok,
DAQO,62,1812288,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2910459520007862,77.45657685152565,100.0,65.0,89.0,161.0,321.0,ok,
DCQO,62,1812288,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3197244869988936,30.122981708762907,100.0,41.0,65.0,273.0,545.0,ok,
RANDOM,62,1812288,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002652273000421701,37703.50939895719,nan,49.0,81.0,137.0,209.0,ok,
DAQO,63,1812305,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2798463859999174,78.13437697983737,100.0,73.0,89.0,161.0,377.0,ok,
DCQO,63,1812305,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3128107949996775,30.18584706103318,100.0,33.0,65.0,201.0,553.0,ok,
RANDOM,63,1812305,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002677079000932281,37354.146054403114,nan,33.0,81.0,129.0,257.0,ok,
DAQO,64,1812322,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2894075549993431,77.55499772920979,100.0,49.0,97.0,177.0,369.0,ok,
DCQO,64,1812322,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3186825329994463,30.132439305551582,100.0,33.0,57.0,225.0,569.0,ok,
RANDOM,64,1812322,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002618141999846557,38195.02532935981,nan,41.0,73.0,121.0,241.0,ok,
DAQO,65,1812339,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2883626489983726,77.61789747455362,100.0,49.0,89.0,153.0,353.0,ok,
DCQO,65,1812339,18,10,0.05,0.5,0.05,0.1,1.0,100,3.333558954000182,29.99796955143171,100.0,41.0,65.0,217.0,505.0,ok,
RANDOM,65,1812339,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002671569000085583,37431.18743958944,nan,41.0,73.0,145.0,305.0,ok,
DAQO,66,1812356,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2877198120004323,77.65664476704225,100.0,65.0,97.0,169.0,353.0,ok,
DCQO,66,1812356,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314109675000509,30.17401649508918,100.0,41.0,65.0,217.0,537.0,ok,
RANDOM,66,1812356,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026420539998071035,37849.33994812408,nan,65.0,81.0,137.0,217.0,ok,
DAQO,67,1812373,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2862676189997728,77.74431892933912,100.0,57.0,105.0,177.0,353.0,ok,
DCQO,67,1812373,18,10,0.05,0.5,0.05,0.1,1.0,100,3.315789983000286,30.158725526251573,99.0,41.0,81.0,201.0,561.0,ok,
RANDOM,67,1812373,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002649817999554216,37738.44091059205,nan,49.0,73.0,137.0,265.0,ok,
DAQO,68,1812390,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2875678510008584,77.66580993946651,100.0,57.0,89.0,161.0,337.0,ok,
DCQO,68,1812390,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3280913819999114,30.047251869601055,100.0,33.0,65.0,177.0,489.0,ok,
RANDOM,68,1812390,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00262100599866244,38153.28925268859,nan,25.0,81.0,129.0,241.0,ok,
DAQO,69,1812407,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2970875760001945,77.09579665265794,100.0,57.0,81.0,169.0,345.0,ok,
DCQO,69,1812407,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3271603000011964,30.055660377999832,100.0,41.0,65.0,201.0,545.0,ok,
RANDOM,69,1812407,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026458430002094246,37795.13750138794,nan,33.0,73.0,137.0,273.0,ok,
DAQO,70,1812424,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2949591840006178,77.22251113047614,100.0,57.0,81.0,153.0,313.0,ok,
DCQO,70,1812424,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3242979390015535,30.081539571641045,100.0,41.0,73.0,233.0,569.0,ok,
RANDOM,70,1812424,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00275857700034976,36250.57411387139,nan,49.0,73.0,137.0,241.0,ok,
DAQO,71,1812441,18,10,0.05,0.5,0.05,0.0,1.0,100,1.289449832000173,77.55245494497578,100.0,57.0,89.0,177.0,337.0,ok,
DCQO,71,1812441,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3281891719998384,30.04636901090334,100.0,41.0,73.0,249.0,529.0,ok,
RANDOM,71,1812441,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026671699997677933,37492.923214008144,nan,49.0,73.0,121.0,201.0,ok,
DAQO,72,1812458,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871272299998964,77.69239719993186,100.0,57.0,105.0,169.0,329.0,ok,
DCQO,72,1812458,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3158729859987943,30.157970592434616,100.0,49.0,89.0,281.0,569.0,ok,
RANDOM,72,1812458,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026232039999740664,38121.3203399311,nan,57.0,81.0,137.0,257.0,ok,
DAQO,73,1812475,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3006524219999847,76.88449143563828,100.0,65.0,97.0,185.0,369.0,ok,
DCQO,73,1812475,18,10,0.05,0.5,0.05,0.1,1.0,100,3.327832220000346,30.049591863134737,100.0,49.0,97.0,265.0,545.0,ok,
RANDOM,73,1812475,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002696520999961649,37084.8215168442,nan,49.0,73.0,129.0,241.0,ok,
DAQO,74,1812492,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2828694049985643,77.95025714259037,100.0,57.0,113.0,169.0,329.0,ok,
DCQO,74,1812492,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3237730559994816,30.086289982854833,100.0,49.0,65.0,201.0,537.0,ok,
RANDOM,74,1812492,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026355079990025843,37943.34907647607,nan,49.0,89.0,137.0,265.0,ok,
DAQO,75,1812509,18,10,0.05,0.5,0.05,0.0,1.0,100,1.293789265999294,77.29234012678427,100.0,65.0,97.0,153.0,361.0,ok,
DCQO,75,1812509,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3332067080009438,30.001139671284882,100.0,41.0,81.0,273.0,553.0,ok,
RANDOM,75,1812509,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026750689994514687,37382.213326275065,nan,57.0,73.0,129.0,241.0,ok,
DAQO,76,1812526,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3001825390001613,76.9122773152298,100.0,65.0,89.0,161.0,345.0,ok,
DCQO,76,1812526,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3165307069994014,30.15198978527596,100.0,33.0,73.0,257.0,545.0,ok,
RANDOM,76,1812526,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026663389999157516,37504.60837993957,nan,49.0,89.0,145.0,265.0,ok,
DAQO,77,1812543,18,10,0.05,0.5,0.05,0.0,1.0,100,1.289043593000315,77.57689541534036,100.0,49.0,81.0,169.0,313.0,ok,
DCQO,77,1812543,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3236180820003938,30.087692849418115,100.0,49.0,65.0,225.0,489.0,ok,
RANDOM,77,1812543,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026746269995783223,37388.390985272286,nan,57.0,81.0,129.0,225.0,ok,
DAQO,78,1812560,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2853680959997291,77.79872575896039,100.0,41.0,89.0,169.0,385.0,ok,
DCQO,78,1812560,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3454921649990865,29.890968224708818,100.0,41.0,65.0,225.0,577.0,ok,
RANDOM,78,1812560,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002650602000358049,37727.27855275586,nan,49.0,81.0,129.0,209.0,ok,
DAQO,79,1812577,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2864760590000515,77.73172248360977,100.0,57.0,97.0,177.0,385.0,ok,
DCQO,79,1812577,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3138983549997647,30.175940625676525,100.0,49.0,73.0,201.0,569.0,ok,
RANDOM,79,1812577,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026249359998473665,38096.16691828477,nan,57.0,81.0,137.0,257.0,ok,
DAQO,80,1812594,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3021945740001684,76.79343931899002,100.0,65.0,89.0,177.0,313.0,ok,
DCQO,80,1812594,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3164363839987345,30.15284734014007,99.0,49.0,73.0,169.0,545.0,ok,
RANDOM,80,1812594,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026316060011595255,37999.60934727253,nan,41.0,81.0,129.0,265.0,ok,
DAQO,81,1812611,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2932419999997364,77.32504821218332,100.0,65.0,97.0,193.0,393.0,ok,
DCQO,81,1812611,18,10,0.05,0.5,0.05,0.1,1.0,100,3.317246519998662,30.145483429443868,100.0,49.0,65.0,193.0,489.0,ok,
RANDOM,81,1812611,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026210690011794213,38152.372163801214,nan,57.0,73.0,129.0,241.0,ok,
DAQO,82,1812628,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2860153399997216,77.75957011525357,100.0,49.0,105.0,169.0,401.0,ok,
DCQO,82,1812628,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3241594999999506,30.082792356985724,100.0,49.0,65.0,201.0,529.0,ok,
RANDOM,82,1812628,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002637167999637313,37919.46512840778,nan,65.0,81.0,137.0,217.0,ok,
DAQO,83,1812645,18,10,0.05,0.5,0.05,0.0,1.0,100,1.28994312299983,77.52279787921563,100.0,49.0,81.0,145.0,297.0,ok,
DCQO,83,1812645,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3180459030008933,30.138220785179136,100.0,25.0,65.0,201.0,577.0,ok,
RANDOM,83,1812645,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00262996200035559,38023.363070066895,nan,41.0,73.0,137.0,241.0,ok,
DAQO,84,1812662,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2877099819997966,77.65723757511091,100.0,49.0,89.0,177.0,385.0,ok,
DCQO,84,1812662,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3355264870006067,29.98027459524767,99.0,41.0,73.0,241.0,561.0,ok,
